,hotel_id,hotel_name,session_id,text,source,timestamp,turns,duration,initiator,msg_id,len,has_q
445313,0aab7c30-43d5-41f7-a412-a0481faa2d8d,The Cape A Thompson Hotel,229cf37a-0de0-4909-86e6-b13156e8ab00,P[EMAIL]- please book it,guest,2017-10-23 21:21:32.000000,9,"4 days, 21:02:12",guest,7,24,False
27871,a7a0b32e-c081-4ea9-b3d2-93e68afd401d,Clift Hotel,9863c0bb-88c0-4d93-aee0-6483a931d3de,And the biggest room,guest,2017-11-06 17:02:17.000000,4,5:42:10,guest,2,20,False
779356,7586e3fb-add1-46af-93d0-4dc10943bba5,The Pfister Hotel,d8780cc9-265f-4421-80b3-d9778e1f93c1,Never mind it is starting,guest,2016-07-29 19:07:32.000000,4,0:01:33.748000,guest,3,25,False
805948,3bd77c24-1877-4566-b43f-6c8ef5a8bcfc,Thompson Nashville,4a0b0dd2-895e-4fd7-ab63-d910f2dd72c5,Great - thank you!,guest,2017-02-07 23:30:39.000000,50,"19 days, 0:45:25",guest,22,18,False
445192,0aab7c30-43d5-41f7-a412-a0481faa2d8d,The Cape A Thompson Hotel,221b8e94-ac6a-4c04-a9c3-2a8901e36b0a,Thanks I just landed,guest,2017-07-02 17:11:40.000000,35,"4 days, 23:33:43.458000",guest,12,20,False
715795,1ec42925-a3d9-4f34-83bc-f101b3fa9dac,The Inn at Entrada,e04cea8a-b096-4c25-91b6-3e58515f2cb9,Damn that didn't work to well!!! Lol,guest,2017-05-04 20:42:24.000000,258,"283 days, 5:32:53.314000",hotel,168,36,False
699091,1ec42925-a3d9-4f34-83bc-f101b3fa9dac,The Inn at Entrada,451665fb-3b99-4606-b45b-7e5226acd0c8,Just got back from Walmart. I'll check 3801,guest,2017-05-06 17:20:23.000000,6246,"665 days, 2:05:52.142000",hotel,3445,43,False
625444,30579f65-7f28-4bc8-8b90-25ea68da3bb8,The Guild,ab50e8fa-0a71-422e-ba76-77718c07c182,OK....checking out now,guest,2017-06-09 16:11:09.000000,39,1:04:58.474000,guest,21,22,False
845412,e5a81e0f-c3ec-4c47-aadc-20a265c93a67,Urban Flat,5ffa345c-9ef0-4c55-9ffd-4fdce4be52b0,It's alright. Thank you.,guest,2017-01-06 22:38:00.000000,2186,"628 days, 0:08:56.042000",hotel,1181,24,False
743054,7586e3fb-add1-46af-93d0-4dc10943bba5,The Pfister Hotel,10451278-301a-4868-80e2-07f1420180c8,Thank you so much!,guest,2017-08-05 15:17:06.000000,5,22:52:28.609000,guest,3,18,False
771470,7586e3fb-add1-46af-93d0-4dc10943bba5,The Pfister Hotel,af04cc11-f6bf-4a94-99ae-59ea08e000e5,That's me with the sign!,guest,2017-04-08 23:52:40.000000,10,4:45:07,guest,9,24,False
654046,30579f65-7f28-4bc8-8b90-25ea68da3bb8,The Guild,d24edec0-92f9-4fcc-a21d-57dee5f5ff46,It is a traffic jam in the parking lot,guest,2016-11-19 02:45:12.000000,38,1:12:25.938000,guest,6,38,False
704253,1ec42925-a3d9-4f34-83bc-f101b3fa9dac,The Inn at Entrada,6486ce20-39b2-4515-aa9c-efa2a7eab3ec,OK any due out rooms out,guest,2017-02-27 16:14:39.000000,1574,"389 days, 23:04:22.693000",hotel,274,24,False
806644,3bd77c24-1877-4566-b43f-6c8ef5a8bcfc,Thompson Nashville,4f0b4f16-a659-4fe9-aae7-95e9ea46bc28,"We had THE BEST time, thank you! XO",guest,2017-09-25 16:06:16.000000,3,1:01:46,guest,1,35,False
529283,30579f65-7f28-4bc8-8b90-25ea68da3bb8,The Guild,35b20b1d-0a4b-495e-a589-142cd669bc8c,Hi is that unit ready for me now. Thx,guest,2017-10-04 15:18:17.000000,22,"2 days, 21:29:24.009000",hotel,20,37,False
529032,30579f65-7f28-4bc8-8b90-25ea68da3bb8,The Guild,3575fa05-0568-4db9-9d6e-e5d347ae8d33,Thank you. Cool place!,guest,2017-09-30 00:36:27.000000,13,"2 days, 0:32:29.442000",hotel,8,22,False
328284,9742d02c-6600-4613-bb6f-fb6d9908f9b6,Planters Inn on Reynolds Square,d44fc66c-6406-4312-8a5c-ecc50bca3ef5,Good Morning!  Should be in at about 3pm,guest,2017-11-24 14:36:52.000000,11,"1 day, 20:51:53.239000",guest,8,40,False
637291,30579f65-7f28-4bc8-8b90-25ea68da3bb8,The Guild,ba526a07-b590-4120-9e15-6c8a2eefe77c,"We left, place was awesome thanks!!!",guest,2017-09-10 14:06:40.000000,15,"4 days, 23:55:59.354000",guest,14,36,False
64014,deb9cec5-ce56-46af-b3b2-eae97f881b4e,Dogfish Inn,f1396ce1-aeb6-4037-a026-ba3efaae8911,Could we get a reservation for 9:00pm,guest,2017-07-21 16:42:19.000000,7,"1 day, 0:32:23.652000",hotel,4,37,False
361102,47056ccb-d8f4-4a28-bf48-7982b3b9387d,Sea Crest Oceanfront Resort,4c668d4c-60d7-4687-8839-55ede9240288,GM could I please have some wash rags TY,guest,2017-07-30 15:34:20.000000,10,"2 days, 5:07:40.695000",guest,9,40,False
360138,47056ccb-d8f4-4a28-bf48-7982b3b9387d,Sea Crest Oceanfront Resort,46465e72-d25e-42ed-b3e8-2ff51ed4fae7,That Matter happen  Saturday  morning,guest,2017-11-07 18:41:25.000000,29,"2 days, 12:58:49.515000",guest,10,37,False
72117,3ed55bee-c835-4a8f-a7f3-ec07d771d27e,Dream Downtown,5c155a7f-7af0-438f-99c0-869a3a9d5e82,Please email the bill to [EMAIL],guest,2018-01-07 17:03:37.000000,5,"1 day, 0:42:08",guest,3,32,False
139818,7e49dfd2-1e15-487e-86f7-393c6a906e7b,Hotel Andaluz,881a2655-b076-4a2f-a571-c1cf05aede29,"Not yet. 
Thanks for asking.",guest,2017-05-19 23:16:36.000000,3,0:04:52,guest,1,28,False
420026,c263681f-b53c-4c11-bc28-68bb25412a38,Sundial Beach Resort & Spa,363cb9c6-c404-43c8-8e69-e20a64dbe909,"Hi Jeanne....please cancel housekeeping

Thanks",guest,2017-07-22 01:40:14.000000,3,4:17:44.917000,hotel,2,47,False
105701,1b810dbe-809a-4baa-827f-26e834e2d30e,Gild Hall - A Thompson Hotel,4d92f601-833a-4e8d-af6c-71a1f16fba44,That would be great,guest,2017-09-15 15:19:35.000000,5,0:04:59.783000,guest,4,19,False
194589,3ffebfaf-7147-4827-b4fe-1610ac1bbf5e,Hotel Lincoln,efc80fc2-fed8-4d70-b258-78ccbaef248e,Can we check in any earlier than 3 pm,guest,2016-05-15 14:12:14.000000,8,"1 day, 9:08:20.859000",guest,5,37,False
40582,fd491c4d-10a5-4e48-9d65-6f94f34e43c0,Coral Beach Resort,5e7d28c3-dbb2-4204-8332-5820e44219be,"Great, can't wait to get there tomorrow!",guest,2016-06-22 14:12:24.000000,25,"366 days, 0:19:45",guest,3,40,False
544242,30579f65-7f28-4bc8-8b90-25ea68da3bb8,The Guild,3c977412-15b1-4ced-af54-7ac6b3fa1aae,Anytime between 12pm and 1pm would be great,guest,2017-12-31 22:44:31.000000,21,3:29:58.406000,hotel,15,43,False
775960,7586e3fb-add1-46af-93d0-4dc10943bba5,The Pfister Hotel,c8134d2e-19a8-4ee1-973b-e6fc2884109e,Thank you so much!,guest,2016-12-09 00:13:30.000000,9,"311 days, 16:12:49.732000",guest,4,18,False
36925,fd491c4d-10a5-4e48-9d65-6f94f34e43c0,Coral Beach Resort,3be641e9-1c3f-4032-801a-f7a650ff7055,The stay so far has been very good,guest,2017-07-30 16:44:00.000000,5,"1 day, 0:01:47.433000",guest,4,34,False
358411,47056ccb-d8f4-4a28-bf48-7982b3b9387d,Sea Crest Oceanfront Resort,39a96c86-81f6-4808-b176-d086b4525f6c,What is going. On,guest,2017-08-28 23:09:41.000000,10,"4 days, 23:06:52.370000",hotel,8,17,False
383725,47056ccb-d8f4-4a28-bf48-7982b3b9387d,Sea Crest Oceanfront Resort,ecd05a81-28e9-402a-b07c-e47137ccf3b6,Thx so much SEE u all when I get there.,guest,2017-09-24 17:51:36.000000,3,"1 day, 22:11:25",guest,1,39,False
849785,e5a81e0f-c3ec-4c47-aadc-20a265c93a67,Urban Flat,7eb905ad-5fbc-4fc8-a04c-cfd0c7603615,Ok got you..  Is that it,guest,2016-05-18 05:42:08.000000,64,"15 days, 4:01:00.835000",hotel,39,24,False
326526,9742d02c-6600-4613-bb6f-fb6d9908f9b6,Planters Inn on Reynolds Square,903c794b-feb0-4fc2-a6a1-fa7fb1789189,Hi...our estimated arrival time is around 12:15,guest,2017-08-18 13:47:01.000000,2,0:17:02.560000,guest,1,47,False
568655,30579f65-7f28-4bc8-8b90-25ea68da3bb8,The Guild,5c24aa6c-6a62-4e64-b740-4753892b176f,What if we were to stay there all five days,guest,2017-06-21 17:43:52.000000,195,"59 days, 23:03:23.777000",guest,83,43,False
381476,47056ccb-d8f4-4a28-bf48-7982b3b9387d,Sea Crest Oceanfront Resort,dd490aeb-c4e2-42a3-9125-6ad471dac140,Thank you! Everything is great!,guest,2017-09-18 13:34:00.000000,2,16:12:44.226000,hotel,2,31,False
132650,911d0847-f958-4e92-9e17-04c290d3243f,"Holiday Inn Express - Newton, NJ",f4950ca6-5ec3-4c89-83bf-aa7ee8919052,Everything was great!! Thank u,guest,2017-04-05 19:36:13.000000,1,0:00:00,guest,1,30,False
108533,1b810dbe-809a-4baa-827f-26e834e2d30e,Gild Hall - A Thompson Hotel,c6ea96c4-1914-4dd3-ba10-d9078134173d,Thank you. You also,guest,2017-11-02 14:28:50.000000,24,"122 days, 1:11:35",guest,24,19,False
90289,bf2a99a9-aad2-4b22-9722-5315f5c77cba,EroRentals.com,eef312c5-6501-4d83-8e36-49f963aae002,Got it thank you!!!,guest,2016-10-08 18:47:49.000000,21,"1 day, 23:46:32.947000",hotel,19,19,False
492042,30579f65-7f28-4bc8-8b90-25ea68da3bb8,The Guild,078317b7-ccd6-4136-9928-a67ece53f3e7,"Ok. Well, I will follow up and figure it out",guest,2017-06-02 02:40:40.000000,61,"4 days, 15:55:06.429000",hotel,5,44,False
530830,30579f65-7f28-4bc8-8b90-25ea68da3bb8,The Guild,381a47f8-684d-43ca-9cd1-09ff5772f917,Hey there is a fire alarm going off.,guest,2017-01-28 01:11:18.000000,17,"2 days, 22:59:34.729000",guest,10,36,False
505343,30579f65-7f28-4bc8-8b90-25ea68da3bb8,The Guild,17b9a12d-0e00-4c0e-baba-f53219eed101,"Yes..... room: 1913
Last name: Blue",guest,2017-12-26 22:39:18.000000,5,0:31:26.216000,guest,3,35,False
443473,0aab7c30-43d5-41f7-a412-a0481faa2d8d,The Cape A Thompson Hotel,1914f790-cdf9-4fc6-85ab-b9a0b971dc6f,It was a wonderful experience staying there!,guest,2017-01-19 21:26:48.000000,6,4:18:20.769000,guest,5,44,False
485177,59c37abd-5cd9-4948-859d-ae5c3f7438ce,The Fortuna Hotel,61859887-7080-40b9-8df6-05363df3fed1,That's great thanks for getting back to me 🙂,guest,2017-08-14 15:39:46.000000,5,1:19:55.833000,guest,4,44,False
16389,ea81787b-68b1-420e-8172-51855d2dd4d8,Best Western Plus Kelowna Hotel and Suites,0de163e9-985e-44a2-b7ab-5dc19f470752,and have a presence,guest,2017-06-26 00:22:45.000000,35,"56 days, 22:06:14.043000",hotel,6,19,False
456729,0aab7c30-43d5-41f7-a412-a0481faa2d8d,The Cape A Thompson Hotel,658b1121-572c-422c-b6c2-53e6d72012b0,Yes confirm the rental car,guest,2017-07-02 15:52:28.000000,41,"2 days, 19:22:11",guest,31,26,False
584259,30579f65-7f28-4bc8-8b90-25ea68da3bb8,The Guild,721de884-ed72-4ec9-9780-030d77adc27c,Around 5-6 today,guest,2017-09-10 20:02:53.000000,13,18:46:17.693000,hotel,5,16,False
164083,ba0f9171-b9f6-4094-a0d4-49488d14c957,Hotel Kabuki San Francisco,ea16177b-0930-4307-85dd-b7048fb5ddde,See you tomorrow,guest,2017-06-19 22:30:32.000000,1,0:00:00,guest,1,16,False
177616,3ffebfaf-7147-4827-b4fe-1610ac1bbf5e,Hotel Lincoln,68cb9473-7ad5-4690-851d-ea37e3bfe2d2,Having a great time!,guest,2017-05-07 05:00:39.000000,4,"2 days, 9:44:41.179000",guest,3,20,False
376034,47056ccb-d8f4-4a28-bf48-7982b3b9387d,Sea Crest Oceanfront Resort,b586a9dc-2ab3-403a-a996-14d54df9b254,Its ok.and i will thanks.,guest,2017-05-07 16:05:13.000000,9,"5 days, 23:07:21",guest,6,25,False
324016,9742d02c-6600-4613-bb6f-fb6d9908f9b6,Planters Inn on Reynolds Square,2fb57f9a-9723-4ed5-9317-fe3c4f1b3ca2,We should arrive around 4 pm,guest,2017-06-07 15:30:58.000000,2,0:06:01.084000,guest,1,28,False
651065,30579f65-7f28-4bc8-8b90-25ea68da3bb8,The Guild,ce013e1b-6b27-4b7b-9a67-93649983cffb,We're actually checking in the 15th at 1am...,guest,2017-07-12 15:18:22.000000,143,"13 days, 12:39:41",guest,1,45,False
831013,645de31c-fc84-4aa7-982d-8974b2db442c,TrustYou,55342f19-e885-4bf4-8f87-1c41bc7b62cc,My office number is 7[PHONE-NUMBER],guest,2016-04-25 18:17:36.000000,9,1:50:57.608000,guest,8,35,False
801970,3bd77c24-1877-4566-b43f-6c8ef5a8bcfc,Thompson Nashville,24191968-0c4c-4498-a32b-d888f8e20d49,You guys are awesome.,guest,2017-01-11 14:01:53.000000,10,"42 days, 0:14:41.591000",guest,9,21,False
298536,50703401-afd1-4eea-a019-ccc59ac89cb0,Naples Grande Beach Resort,6e1e5963-73af-4fd4-8b11-bfcf0e4ccd10,Please clean our room 1820,guest,2017-03-10 18:34:41.000000,2,0:00:03,guest,1,26,False
147967,91bbee8d-a14c-487a-a71c-90733afac082,Hotel Del Sol,08e1393e-b166-407b-a9a6-415ecae385ec,All good right now. Thanks for checking.,guest,2017-10-07 00:51:54.000000,2,0:07:16.093000,guest,1,40,False
866727,e1892309-f7fb-4594-b900-ea1f2b499607,UrHomeInPhilly,2c904d13-2bbb-4de1-9ffb-e004bc543b52,"Hey Steve, with traffic looking like 8:20.",guest,2017-12-08 23:38:05.000000,22,"2 days, 1:18:22",guest,7,42,False
860749,e5a81e0f-c3ec-4c47-aadc-20a265c93a67,Urban Flat,dbedeabf-2816-4339-a4b3-c03fcc323678,"Awesome, thanks!",guest,2017-07-14 00:18:31.000000,11,"4 days, 16:16:36.917000",hotel,11,16,False
624562,30579f65-7f28-4bc8-8b90-25ea68da3bb8,The Guild,a99d5dec-72d8-42ae-8800-86778071f88a,And it’s still not printing,guest,2018-01-02 17:05:18.000000,29,"1 day, 20:47:08.088000",hotel,19,27,False
143213,7e49dfd2-1e15-487e-86f7-393c6a906e7b,Hotel Andaluz,d553c958-19f5-44a3-afcb-09c50744f7aa,Christina Green thanks!,guest,2017-04-26 20:37:27.000000,16,"2 days, 1:33:49.775000",guest,3,23,False
139454,7e49dfd2-1e15-487e-86f7-393c6a906e7b,Hotel Andaluz,810cebcb-23cb-4318-9d8f-bccd805e0e94,(2/2)  it sometime.,guest,2017-05-27 05:15:39.000000,3,0:03:14.657000,guest,2,19,False
587769,30579f65-7f28-4bc8-8b90-25ea68da3bb8,The Guild,75e1565b-5c6d-48e1-92cd-1a072e9b7b06,"Can you set the temp to 72, please",guest,2017-05-20 02:42:28.000000,17,"187 days, 3:02:06.380000",guest,2,34,False
63536,deb9cec5-ce56-46af-b3b2-eae97f881b4e,Dogfish Inn,ddea706f-ee78-4e7d-b00c-3b41f5cfc671,I will be arriving around 5 today,guest,2017-12-17 14:16:38.000000,12,"186 days, 7:51:35.907000",hotel,7,33,False
544410,30579f65-7f28-4bc8-8b90-25ea68da3bb8,The Guild,3d07e508-f4d2-47d3-921e-dcd3a98e0293,There's no body wash in the shower,guest,2017-03-28 03:05:04.000000,16,"2 days, 21:35:49",guest,10,34,False
875564,cba41a8f-1d4e-4f56-85be-40f4e416fc5b,Wild Palms Hotel,338ecb8b-2fb4-4cbc-9505-6eaff58e46c5,Thank you very much,guest,2017-09-09 17:30:57.000000,6,"1 day, 1:20:22",guest,6,19,False
142037,7e49dfd2-1e15-487e-86f7-393c6a906e7b,Hotel Andaluz,bb73281b-2c2c-49d8-ad85-4948b551a1ce,Everything is great! Thanks!,guest,2016-08-17 00:13:43.000000,3,"2 days, 0:01:43.317000",guest,2,28,False
592891,30579f65-7f28-4bc8-8b90-25ea68da3bb8,The Guild,7cbbfffb-b7b3-4de5-b674-6b799bc6194d,Okay the noise stops when we turn the air off.,guest,2017-07-23 22:24:44.000000,53,"6 days, 2:18:23.950000",guest,17,46,False
729107,7f0ed454-0845-4b13-8ad2-3c26a48bbda9,The Liaison Capitol Hill,25a93fd3-13df-43b7-aff2-3705ef7973ae,I am out for the day so anytime works,guest,2017-09-12 12:45:37.000000,4,3:59:35.361000,guest,3,37,False
771256,7586e3fb-add1-46af-93d0-4dc10943bba5,The Pfister Hotel,adaf8d7e-ca5a-43f3-9622-318deb1c7ccf,it would be appreciated!,guest,2016-11-05 23:10:14.000000,23,"443 days, 1:13:39",guest,9,24,False
744238,7586e3fb-add1-46af-93d0-4dc10943bba5,The Pfister Hotel,17344082-e321-40c1-abf6-5f34f50347c0,"Need my car. 

119651 

Thanks

Scott Doyle",guest,2017-11-22 15:16:39.000000,7,"1 day, 14:05:42.103000",guest,6,43,False
144401,7e49dfd2-1e15-487e-86f7-393c6a906e7b,Hotel Andaluz,f0076c43-a6ce-485b-b2e2-2c43e4f5d984,Thank you so much we really appreciate it!,guest,2017-07-30 16:27:22.000000,14,"1 day, 17:29:48.670000",guest,13,42,False
544621,30579f65-7f28-4bc8-8b90-25ea68da3bb8,The Guild,3d2345f1-648d-4a57-8975-357b5ac639c2,We will arrive at 3pm,guest,2017-07-13 12:34:31.000000,9,"4 days, 8:28:29",guest,1,21,False
489416,30579f65-7f28-4bc8-8b90-25ea68da3bb8,The Guild,04d414cf-f7e1-4661-bbc8-440c16a39813,"I'm Driving

- Sent from My Car",guest,2017-02-02 15:01:42.000000,36,"6 days, 7:12:31.108000",guest,1,31,False
148693,91bbee8d-a14c-487a-a71c-90733afac082,Hotel Del Sol,4c945614-11d0-4489-a112-6deb959fee09,It is nice thanks,guest,2017-09-03 23:40:19.000000,1,0:00:00,guest,1,17,False
399851,dea01f08-ae01-4667-b510-20a2c916eb6d,SoBro Guest House,9e4d65ac-cc15-495c-b0b1-8a0f906a4c7c,Your text omitted our room code number.,guest,2017-05-06 19:54:28.000000,8,18:21:12,guest,1,39,False
762493,7586e3fb-add1-46af-93d0-4dc10943bba5,The Pfister Hotel,80f93d3e-ca8f-4d81-872a-2d5c8fede891,"Oh great! That's all I need for now. 
Thanks a lot",guest,2017-04-14 21:52:28.000000,3,0:10:10,guest,3,50,False
696405,1ec42925-a3d9-4f34-83bc-f101b3fa9dac,The Inn at Entrada,451665fb-3b99-4606-b45b-7e5226acd0c8,So we haven't done that one yet. We are in 3700,guest,2016-07-08 21:30:58.000000,6246,"665 days, 2:05:52.142000",hotel,759,47,False
87332,bf2a99a9-aad2-4b22-9722-5315f5c77cba,EroRentals.com,afc238d2-084b-4f69-bacc-8b08b8bd8358,Thank you very much!!! We really appreciate it!!!,guest,2017-11-18 19:34:45.000000,15,"39 days, 18:00:10.481000",hotel,12,49,False
352178,47056ccb-d8f4-4a28-bf48-7982b3b9387d,Sea Crest Oceanfront Resort,0be5f005-3d97-4919-8d3c-d80f97b6d878,Thanks all is well,guest,2017-04-05 13:35:45.000000,5,"10 days, 16:08:37.759000",hotel,5,18,False
885033,f619eeaa-e18b-470b-8cae-aa3e8ca9a7bb,Zero George Street,52d796b6-0469-4fe9-bb5d-4e5cc6196bf3,Great! Looking forward to dinner.,guest,2017-09-07 16:03:51.000000,4,0:15:19.693000,hotel,4,33,False
326597,9742d02c-6600-4613-bb6f-fb6d9908f9b6,Planters Inn on Reynolds Square,92966b27-f7e1-4339-80f3-f0a46296035a,Will be there between 2-3,guest,2017-07-13 16:30:31.000000,2,0:31:01.218000,guest,1,25,False
360620,47056ccb-d8f4-4a28-bf48-7982b3b9387d,Sea Crest Oceanfront Resort,490b8557-6ed3-4dc0-b591-046f5a60336d,Thank you! Had a great time!,guest,2017-06-29 19:27:47.000000,8,"4 days, 3:06:29",guest,8,28,False
609439,30579f65-7f28-4bc8-8b90-25ea68da3bb8,The Guild,93ecf772-b5b5-47d4-966d-31529b06be38,Ideally yes (i think i was room 449),guest,2017-09-01 15:54:53.000000,17,0:23:53.468000,guest,3,36,False
546179,30579f65-7f28-4bc8-8b90-25ea68da3bb8,The Guild,3f4df609-e982-4054-bc84-ee8066d8b15b,Thanks!  Appreciate your help :),guest,2018-01-05 16:15:20.000000,20,18:05:35.888000,hotel,7,32,False
856146,e5a81e0f-c3ec-4c47-aadc-20a265c93a67,Urban Flat,b0dd9a47-922e-4186-ac35-ec02070b04fa,I got your instructions,guest,2016-05-07 18:04:44.000000,14,"48 days, 20:59:11.712000",hotel,3,23,False
617446,30579f65-7f28-4bc8-8b90-25ea68da3bb8,The Guild,9f7a81f7-e792-4367-9f34-b3437ea01841,Can we get our fob so we can park,guest,2017-06-04 19:56:57.000000,35,"4 days, 2:06:18.238000",guest,16,33,False
182331,3ffebfaf-7147-4827-b4fe-1610ac1bbf5e,Hotel Lincoln,8eba3964-8fcc-43e9-96c9-7b54dc20a2a4,Also can we do queen beds instead of a king,guest,2018-01-18 21:32:06.000000,14,"1 day, 4:33:51",guest,5,43,False
216756,2972e343-cb2f-4818-afe0-06ab60838073,Hotel Vitale,cdc5e096-7579-43ca-9788-cf2f1c73d8c3,Thanks! See you tomorrow,guest,2017-07-29 03:18:00.000000,1,0:00:00,guest,1,24,False
177762,3ffebfaf-7147-4827-b4fe-1610ac1bbf5e,Hotel Lincoln,6a39ca82-10f2-41d4-8bb5-355576f69ffa,"Will do, thanks!!",guest,2017-01-16 02:49:48.000000,6,23:27:26,guest,5,17,False
414339,7511adfe-2d00-4115-9feb-1bd9a5beb177,Stanford Court Hotel,c9b963df-cd94-4bc0-a41d-becbeb430c8d,I have a family to feed. :joy:,guest,2016-07-12 01:23:03.000000,8,1:21:42.543000,guest,4,30,False
726487,d9b4c6d2-2197-49ca-8583-ea6ab97f2d7a,The Laurel Inn,7b4ca479-99b2-4ce9-9a17-11b1120ab039,We're having a terrific time. Thx for asking!,guest,2017-06-19 20:23:46.000000,1,0:00:00,guest,1,45,False
202259,6b756a7b-73c3-48df-85f8-6d2e9f82c1f7,Hotel Max,dc7acbfd-f570-464a-a21a-bed16ae44433,A[EMAIL] and I've left. Thank you,guest,2017-10-13 15:05:32.000000,2,1:12:53.876000,guest,1,33,False
148415,91bbee8d-a14c-487a-a71c-90733afac082,Hotel Del Sol,33f12012-0b64-434b-9821-5b6ebe62c30d,Just checked my parents in. So far so good,guest,2017-11-12 03:05:07.000000,2,0:02:24.996000,guest,1,42,False
497208,30579f65-7f28-4bc8-8b90-25ea68da3bb8,The Guild,0d7bed2b-3538-40fc-a9e4-047153c4f2f5,Got it. Thank you very much!,guest,2017-08-11 18:43:50.000000,7,0:56:02.668000,hotel,7,28,False
727148,d9b4c6d2-2197-49ca-8583-ea6ab97f2d7a,The Laurel Inn,dd695d86-1310-4954-a12c-c9c545aa08f9,I think you have the wrong number.,guest,2017-06-19 19:37:09.000000,1,0:00:00,guest,1,34,False
18946,605e51a3-30ad-4634-b564-924a99fd1e33,Casa 1810,177705e8-5d5e-4900-a962-10829113fad5,Ok gracias ahorita marco,guest,2016-09-13 20:16:56.000000,15,17:41:02.158000,hotel,14,24,False
107251,1b810dbe-809a-4baa-827f-26e834e2d30e,Gild Hall - A Thompson Hotel,8ec972eb-1183-4506-b8fe-d48766c5de70,I got it! Thanks!,guest,2017-06-27 16:08:33.000000,3,0:07:30,guest,3,17,False
450794,0aab7c30-43d5-41f7-a412-a0481faa2d8d,The Cape A Thompson Hotel,455b1d82-7265-441a-af23-9398cb62d30e,Is there info at concierge desk to choose,guest,2017-06-11 20:47:02.000000,36,"1 day, 6:22:57.038000",guest,20,41,False
352388,47056ccb-d8f4-4a28-bf48-7982b3b9387d,Sea Crest Oceanfront Resort,0d6b0853-ec4b-4d1d-bf64-f1a4056105a4,We are enjoying our stay....thank you,guest,2017-10-01 16:05:57.000000,2,16:12:39.924000,hotel,2,37,False
866894,e1892309-f7fb-4594-b900-ea1f2b499607,UrHomeInPhilly,3dc6a8bb-8d9b-4c4c-ad44-9319ffce4a68,"Yes, I can be there within 20min, if that's ok",guest,2017-01-31 21:32:04.000000,26,"1 day, 7:50:56.278000",hotel,24,46,False
199597,6b756a7b-73c3-48df-85f8-6d2e9f82c1f7,Hotel Max,71a63a75-c4a1-4d5f-bdcd-c7e5b26c56d6,Thanks! Much appreciated,guest,2017-08-12 21:56:12.000000,2,0:00:32.306000,hotel,2,24,False
761195,7586e3fb-add1-46af-93d0-4dc10943bba5,The Pfister Hotel,7a4b3aed-f46c-483a-ac63-208cfd474f07,Leslie do you have anything for heart burn.,guest,2017-08-13 02:43:11.000000,11,7:48:55.561000,guest,5,43,False
819574,3bd77c24-1877-4566-b43f-6c8ef5a8bcfc,Thompson Nashville,c436a73b-90bc-4372-a58e-da412828c421,"Thank you
I will be there by 3pm",guest,2016-12-18 15:11:25.000000,62,"245 days, 10:29:55",guest,1,32,False
752708,7586e3fb-add1-46af-93d0-4dc10943bba5,The Pfister Hotel,47f30a4e-19d8-4ac9-866b-7c1ecd692d77,Everything is good so far.,guest,2017-11-17 22:08:11.000000,2,0:00:08.595000,guest,1,26,False
169231,3ffebfaf-7147-4827-b4fe-1610ac1bbf5e,Hotel Lincoln,2651753e-787d-4491-8aa9-031b5ddd42e8,What time is check-in,guest,2017-10-25 16:50:06.000000,7,"1 day, 1:51:09.296000",guest,4,21,False
616170,30579f65-7f28-4bc8-8b90-25ea68da3bb8,The Guild,9d971f4d-e27c-44b8-a9ca-387e19830b2c,We should arrive between 6pm and 7pm,guest,2017-06-17 23:35:29.000000,10,"3 days, 16:37:42.042000",hotel,5,36,False
440570,0aab7c30-43d5-41f7-a412-a0481faa2d8d,The Cape A Thompson Hotel,07a81e64-e1ae-4abb-92ae-4cd6769b18ba,Everything is great thank you!,guest,2016-12-19 00:47:55.000000,6,"3 days, 17:09:10.163000",guest,2,30,False
785177,7586e3fb-add1-46af-93d0-4dc10943bba5,The Pfister Hotel,f98d4484-c0c0-4aec-ae78-567968ce9433,Great room. Thank you. Love the view,guest,2016-08-26 20:41:56.000000,4,0:52:11.601000,guest,3,36,False
77885,3ed55bee-c835-4a8f-a7f3-ec07d771d27e,Dream Downtown,ff24325f-2c9b-486c-a8c3-a3ae9283e690,Yes. Rich_B[EMAIL],guest,2017-09-10 19:35:30.000000,2,0:00:04,guest,1,18,False
326858,9742d02c-6600-4613-bb6f-fb6d9908f9b6,Planters Inn on Reynolds Square,9af43a74-38fe-4764-8ec0-264c03c87440,Expected arrival is around 530,guest,2017-09-17 16:18:25.000000,4,"7 days, 5:24:10",guest,1,30,False
437343,6f652a28-c24a-4061-a1ae-2d5f31f86047,"The Beekman, A Thompson Hotel",b50bd565-3401-409f-af30-8a1850c0aaea,Thanks! We will be there between 8 and 9 pm.,guest,2017-12-22 21:24:10.000000,1,0:00:00,guest,1,44,False
610540,30579f65-7f28-4bc8-8b90-25ea68da3bb8,The Guild,9588853b-225b-4309-ab1d-b0ccaa617436,"Hi, access code not working.",guest,2017-05-15 06:05:39.000000,26,"10 days, 4:15:21",guest,3,28,False
6,fef04590-d57b-4617-a60b-2097c0077489,Acadia Inn,01176404-0e56-4f6c-858b-2a80ed1fbbc5,"You're welcome, and thank you!",guest,2017-06-13 17:08:25.000000,5,0:51:48,guest,5,30,False
